dataset,epsilon,score,synthetic_dir,tool,batch_size,dataset_size,epochs,generate_time,num_of_runs,test_start_time,timestamp
medical-survey,0.25,92.28126425087461,smartnoise_patectgan_0.25_2021-05-11T22:19:48,smartnoise_patectgan,100.0,3000.0,300.0,2.485832929611206,0.0,1620770845.2818708,2021-05-11T22:19:48
medical-survey,0.25,82.1454904569854,smartnoise_patectgan_0.25_2021-05-11T22:27:08,smartnoise_patectgan,100.0,4000.0,300.0,2.9691381454467773,0.0,1620770845.2818708,2021-05-11T22:27:08
medical-survey,0.25,62.97907525821585,smartnoise_patectgan_0.25_2021-05-11T22:35:41,smartnoise_patectgan,900.0,5000.0,300.0,2.9475855827331543,0.0,1620770845.2818708,2021-05-11T22:35:41
medical-survey,0.25,73.31028398051672,smartnoise_patectgan_0.25_2021-05-11T22:45:01,smartnoise_patectgan,500.0,6000.0,300.0,3.803673505783081,0.0,1620770845.2818708,2021-05-11T22:45:01
medical-survey,0.25,71.58704485058121,smartnoise_patectgan_0.25_2021-05-11T22:55:47,smartnoise_patectgan,900.0,7000.0,300.0,4.292379856109619,0.0,1620770845.2818708,2021-05-11T22:55:47
medical-survey,0.25,67.42895929940529,smartnoise_patectgan_0.25_2021-05-11T23:07:33,smartnoise_patectgan,900.0,8000.0,300.0,4.729135751724243,0.0,1620770845.2818708,2021-05-11T23:07:33
medical-survey,0.25,69.84605199381998,smartnoise_patectgan_0.25_2021-05-11T23:20:21,smartnoise_patectgan,1500.0,8500.0,300.0,4.826134920120239,0.0,1620770845.2818708,2021-05-11T23:20:21
medical-survey,0.5,76.6349215880224,smartnoise_patectgan_0.5_2021-05-11T22:07:41,smartnoise_patectgan,100.0,1000.0,300.0,2.4046525955200195,0.0,1620770845.2818708,2021-05-11T22:07:41
medical-survey,0.5,95.84562539213151,smartnoise_patectgan_0.5_2021-05-11T22:13:17,smartnoise_patectgan,100.0,2000.0,300.0,3.225210666656494,0.0,1620770845.2818708,2021-05-11T22:13:17
medical-survey,0.5,91.84971815126097,smartnoise_patectgan_0.5_2021-05-11T22:19:58,smartnoise_patectgan,100.0,3000.0,300.0,3.649629831314087,0.0,1620770845.2818708,2021-05-11T22:19:58
medical-survey,0.5,75.764921699656,smartnoise_patectgan_0.5_2021-05-11T22:27:28,smartnoise_patectgan,1500.0,4000.0,300.0,2.491826057434082,0.0,1620770845.2818708,2021-05-11T22:27:28
medical-survey,0.5,80.02467000636763,smartnoise_patectgan_0.5_2021-05-11T22:35:49,smartnoise_patectgan,100.0,5000.0,300.0,5.129969596862793,0.0,1620770845.2818708,2021-05-11T22:35:49
medical-survey,0.5,69.37537909514515,smartnoise_patectgan_0.5_2021-05-11T22:45:15,smartnoise_patectgan,100.0,6000.0,300.0,6.011340618133545,0.0,1620770845.2818708,2021-05-11T22:45:15
medical-survey,0.5,72.85100962773748,smartnoise_patectgan_0.5_2021-05-11T22:55:58,smartnoise_patectgan,100.0,7000.0,300.0,6.6437530517578125,0.0,1620770845.2818708,2021-05-11T22:55:58
medical-survey,0.5,66.34207576662939,smartnoise_patectgan_0.5_2021-05-11T23:07:55,smartnoise_patectgan,900.0,8000.0,300.0,4.7464234828948975,0.0,1620770845.2818708,2021-05-11T23:07:55
medical-survey,0.5,66.98339912317365,smartnoise_patectgan_0.5_2021-05-11T23:20:34,smartnoise_patectgan,500.0,8500.0,300.0,5.435833692550659,0.0,1620770845.2818708,2021-05-11T23:20:34
medical-survey,0.75,75.91699099111393,smartnoise_patectgan_0.75_2021-05-11T22:07:48,smartnoise_patectgan,100.0,1000.0,300.0,3.8660385608673096,0.0,1620770845.2818708,2021-05-11T22:07:48
medical-survey,0.75,87.06392351411819,smartnoise_patectgan_0.75_2021-05-11T22:13:27,smartnoise_patectgan,100.0,2000.0,300.0,4.936291933059692,0.0,1620770845.2818708,2021-05-11T22:13:27
medical-survey,0.75,91.32708932757728,smartnoise_patectgan_0.75_2021-05-11T22:20:12,smartnoise_patectgan,500.0,3000.0,300.0,2.6526503562927246,0.0,1620770845.2818708,2021-05-11T22:20:12
medical-survey,0.75,88.64914635682862,smartnoise_patectgan_0.75_2021-05-11T22:27:41,smartnoise_patectgan,900.0,4000.0,300.0,2.8216640949249268,0.0,1620770845.2818708,2021-05-11T22:27:41
medical-survey,0.75,77.05817602612635,smartnoise_patectgan_0.75_2021-05-11T22:36:05,smartnoise_patectgan,100.0,5000.0,300.0,7.136432647705078,0.0,1620770845.2818708,2021-05-11T22:36:05
medical-survey,0.75,61.934837072546145,smartnoise_patectgan_0.75_2021-05-11T22:45:40,smartnoise_patectgan,500.0,6000.0,300.0,4.649488925933838,0.0,1620770845.2818708,2021-05-11T22:45:40
medical-survey,0.75,71.0011202570496,smartnoise_patectgan_0.75_2021-05-11T22:56:21,smartnoise_patectgan,100.0,7000.0,300.0,9.230820894241333,0.0,1620770845.2818708,2021-05-11T22:56:21
medical-survey,0.75,65.57752025395783,smartnoise_patectgan_0.75_2021-05-11T23:08:21,smartnoise_patectgan,900.0,8000.0,300.0,5.217533111572266,0.0,1620770845.2818708,2021-05-11T23:08:21
medical-survey,0.75,62.048160155602496,smartnoise_patectgan_0.75_2021-05-11T23:20:54,smartnoise_patectgan,100.0,8500.0,300.0,10.40512204170227,0.0,1620770845.2818708,2021-05-11T23:20:54
medical-survey,1.0,66.15709739335479,smartnoise_patectgan_1.0_2021-05-11T22:07:58,smartnoise_patectgan,100.0,1000.0,300.0,6.06109094619751,0.0,1620770845.2818708,2021-05-11T22:07:58
medical-survey,1.0,98.86904592211164,smartnoise_patectgan_1.0_2021-05-11T22:13:44,smartnoise_patectgan,500.0,2000.0,300.0,2.8950767517089844,0.0,1620770845.2818708,2021-05-11T22:13:44
medical-survey,1.0,79.00870605557738,smartnoise_patectgan_1.0_2021-05-11T22:20:25,smartnoise_patectgan,100.0,3000.0,300.0,8.14071774482727,0.0,1620770845.2818708,2021-05-11T22:20:25
medical-survey,1.0,76.92666736123336,smartnoise_patectgan_1.0_2021-05-11T22:27:52,smartnoise_patectgan,100.0,4000.0,300.0,9.297268152236938,0.0,1620770845.2818708,2021-05-11T22:27:52
medical-survey,1.0,75.95388314961191,smartnoise_patectgan_1.0_2021-05-11T22:36:25,smartnoise_patectgan,100.0,5000.0,300.0,10.21972393989563,0.0,1620770845.2818708,2021-05-11T22:36:25
medical-survey,1.0,71.26161054062709,smartnoise_patectgan_1.0_2021-05-11T22:46:05,smartnoise_patectgan,500.0,6000.0,300.0,5.386055946350098,0.0,1620770845.2818708,2021-05-11T22:46:05
medical-survey,1.0,66.81915357550822,smartnoise_patectgan_1.0_2021-05-11T22:56:49,smartnoise_patectgan,100.0,7000.0,300.0,12.974148273468018,0.0,1620770845.2818708,2021-05-11T22:56:49
medical-survey,1.0,67.11750832492073,smartnoise_patectgan_1.0_2021-05-11T23:08:48,smartnoise_patectgan,500.0,8000.0,300.0,6.712415456771851,0.0,1620770845.2818708,2021-05-11T23:08:48
medical-survey,1.0,66.54549397890699,smartnoise_patectgan_1.0_2021-05-11T23:21:25,smartnoise_patectgan,100.0,8500.0,300.0,14.975170612335205,0.0,1620770845.2818708,2021-05-11T23:21:25
medical-survey,1.25,79.65652794614168,smartnoise_patectgan_1.25_2021-05-11T22:08:13,smartnoise_patectgan,100.0,1000.0,300.0,9.24838662147522,0.0,1620770845.2818708,2021-05-11T22:08:13
medical-survey,1.25,86.71109465524485,smartnoise_patectgan_1.25_2021-05-11T22:14:07,smartnoise_patectgan,1500.0,2000.0,300.0,2.3088507652282715,0.0,1620770845.2818708,2021-05-11T22:14:07
medical-survey,1.25,89.21174201425113,smartnoise_patectgan_1.25_2021-05-11T22:20:49,smartnoise_patectgan,500.0,3000.0,300.0,3.800960063934326,0.0,1620770845.2818708,2021-05-11T22:20:49
medical-survey,1.25,77.05210242771791,smartnoise_patectgan_1.25_2021-05-11T22:28:16,smartnoise_patectgan,100.0,4000.0,300.0,13.31335997581482,0.0,1620770845.2818708,2021-05-11T22:28:16
medical-survey,1.25,69.80548834601804,smartnoise_patectgan_1.25_2021-05-11T22:36:51,smartnoise_patectgan,100.0,5000.0,300.0,14.73008131980896,0.0,1620770845.2818708,2021-05-11T22:36:51
medical-survey,1.25,60.7640495743132,smartnoise_patectgan_1.25_2021-05-11T22:46:37,smartnoise_patectgan,500.0,6000.0,300.0,6.222279787063599,0.0,1620770845.2818708,2021-05-11T22:46:37
medical-survey,1.25,58.90635273862178,smartnoise_patectgan_1.25_2021-05-11T22:57:23,smartnoise_patectgan,100.0,7000.0,300.0,18.25881814956665,0.0,1620770845.2818708,2021-05-11T22:57:23
medical-survey,1.25,68.31734759293406,smartnoise_patectgan_1.25_2021-05-11T23:09:19,smartnoise_patectgan,100.0,8000.0,300.0,19.786439657211304,0.0,1620770845.2818708,2021-05-11T23:09:19
medical-survey,1.25,62.13060241835033,smartnoise_patectgan_1.25_2021-05-11T23:22:03,smartnoise_patectgan,100.0,8500.0,300.0,19.971325159072876,0.0,1620770845.2818708,2021-05-11T23:22:03
medical-survey,1.5,66.0526234242749,smartnoise_patectgan_1.5_2021-05-11T22:08:35,smartnoise_patectgan,500.0,1000.0,300.0,3.3630995750427246,0.0,1620770845.2818708,2021-05-11T22:08:35
medical-survey,1.5,75.86805378686806,smartnoise_patectgan_1.5_2021-05-11T22:14:22,smartnoise_patectgan,100.0,2000.0,300.0,14.522644996643066,0.0,1620770845.2818708,2021-05-11T22:14:22
medical-survey,1.5,90.41346297518915,smartnoise_patectgan_1.5_2021-05-11T22:21:10,smartnoise_patectgan,100.0,3000.0,300.0,15.614890813827515,0.0,1620770845.2818708,2021-05-11T22:21:10
medical-survey,1.5,74.31813911589182,smartnoise_patectgan_1.5_2021-05-11T22:28:59,smartnoise_patectgan,1500.0,4000.0,300.0,3.5101165771484375,0.0,1620770845.2818708,2021-05-11T22:28:59
medical-survey,1.5,66.62048564218478,smartnoise_patectgan_1.5_2021-05-11T22:37:23,smartnoise_patectgan,100.0,5000.0,300.0,19.47332739830017,0.0,1620770845.2818708,2021-05-11T22:37:23
medical-survey,1.5,77.95422334171339,smartnoise_patectgan_1.5_2021-05-11T22:47:09,smartnoise_patectgan,100.0,6000.0,300.0,22.18309760093689,0.0,1620770845.2818708,2021-05-11T22:47:09
medical-survey,1.5,64.18104780972271,smartnoise_patectgan_1.5_2021-05-11T22:58:14,smartnoise_patectgan,500.0,7000.0,300.0,8.219753503799438,0.0,1620770845.2818708,2021-05-11T22:58:14
medical-survey,1.5,67.08995949980421,smartnoise_patectgan_1.5_2021-05-11T23:10:04,smartnoise_patectgan,100.0,8000.0,300.0,25.87885546684265,0.0,1620770845.2818708,2021-05-11T23:10:04
medical-survey,1.5,67.41431956815248,smartnoise_patectgan_1.5_2021-05-11T23:23:12,smartnoise_patectgan,1500.0,8500.0,300.0,6.132181167602539,0.0,1620770845.2818708,2021-05-11T23:23:12
medical-survey,1.75,65.25241810714121,smartnoise_patectgan_1.75_2021-05-11T22:09:00,smartnoise_patectgan,500.0,1000.0,300.0,4.178069353103638,0.0,1620770845.2818708,2021-05-11T22:09:00
medical-survey,1.75,78.80262876013833,smartnoise_patectgan_1.75_2021-05-11T22:14:57,smartnoise_patectgan,500.0,2000.0,300.0,5.188230514526367,0.0,1620770845.2818708,2021-05-11T22:14:57
medical-survey,1.75,78.24946543629645,smartnoise_patectgan_1.75_2021-05-11T22:21:47,smartnoise_patectgan,500.0,3000.0,300.0,5.603941917419434,0.0,1620770845.2818708,2021-05-11T22:21:47
medical-survey,1.75,84.78268884872043,smartnoise_patectgan_1.75_2021-05-11T22:29:34,smartnoise_patectgan,900.0,4000.0,300.0,4.680413246154785,0.0,1620770845.2818708,2021-05-11T22:29:34
medical-survey,1.75,70.62448712230331,smartnoise_patectgan_1.75_2021-05-11T22:38:16,smartnoise_patectgan,900.0,5000.0,300.0,5.078297853469849,0.0,1620770845.2818708,2021-05-11T22:38:16
medical-survey,1.75,72.64310040153183,smartnoise_patectgan_1.75_2021-05-11T22:48:05,smartnoise_patectgan,500.0,6000.0,300.0,8.665241003036499,0.0,1620770845.2818708,2021-05-11T22:48:05
medical-survey,1.75,68.75081499854556,smartnoise_patectgan_1.75_2021-05-11T22:59:07,smartnoise_patectgan,500.0,7000.0,300.0,9.725796937942505,0.0,1620770845.2818708,2021-05-11T22:59:07
medical-survey,1.75,67.05070199697356,smartnoise_patectgan_1.75_2021-05-11T23:11:01,smartnoise_patectgan,100.0,8000.0,300.0,34.28788900375366,0.0,1620770845.2818708,2021-05-11T23:11:01
medical-survey,1.75,63.743635356821734,smartnoise_patectgan_1.75_2021-05-11T23:23:45,smartnoise_patectgan,100.0,8500.0,300.0,33.62032890319824,0.0,1620770845.2818708,2021-05-11T23:23:45
medical-survey,2.0,75.79640841337218,smartnoise_patectgan_2.0_2021-05-11T22:09:31,smartnoise_patectgan,500.0,1000.0,300.0,5.1727378368377686,0.0,1620770845.2818708,2021-05-11T22:09:31
medical-survey,2.0,75.07760816875232,smartnoise_patectgan_2.0_2021-05-11T22:15:26,smartnoise_patectgan,100.0,2000.0,300.0,23.58008122444153,0.0,1620770845.2818708,2021-05-11T22:15:26
medical-survey,2.0,80.53265586323248,smartnoise_patectgan_2.0_2021-05-11T22:22:28,smartnoise_patectgan,500.0,3000.0,300.0,7.103128910064697,0.0,1620770845.2818708,2021-05-11T22:22:28
medical-survey,2.0,74.63711663023874,smartnoise_patectgan_2.0_2021-05-11T22:30:08,smartnoise_patectgan,100.0,4000.0,300.0,30.112333297729492,0.0,1620770845.2818708,2021-05-11T22:30:08
medical-survey,2.0,72.49529670039516,smartnoise_patectgan_2.0_2021-05-11T22:39:03,smartnoise_patectgan,500.0,5000.0,300.0,8.945868253707886,0.0,1620770845.2818708,2021-05-11T22:39:03
medical-survey,2.0,67.45372651818094,smartnoise_patectgan_2.0_2021-05-11T22:48:53,smartnoise_patectgan,100.0,6000.0,300.0,36.59286618232727,0.0,1620770845.2818708,2021-05-11T22:48:53
medical-survey,2.0,67.76253911934381,smartnoise_patectgan_2.0_2021-05-11T23:00:00,smartnoise_patectgan,100.0,7000.0,300.0,39.445785999298096,0.0,1620770845.2818708,2021-05-11T23:00:00
medical-survey,2.0,65.64986396857411,smartnoise_patectgan_2.0_2021-05-11T23:12:08,smartnoise_patectgan,100.0,8000.0,300.0,42.37894082069397,0.0,1620770845.2818708,2021-05-11T23:12:08
medical-survey,2.0,66.3234802395055,smartnoise_patectgan_2.0_2021-05-11T23:24:54,smartnoise_patectgan,100.0,8500.0,300.0,43.65040421485901,0.0,1620770845.2818708,2021-05-11T23:24:54
medical-survey,2.25,66.03171286095571,smartnoise_patectgan_2.25_2021-05-11T22:10:15,smartnoise_patectgan,1500.0,1000.0,300.0,2.6665256023406982,0.0,1620770845.2818708,2021-05-11T22:10:15
medical-survey,2.25,79.92587701699163,smartnoise_patectgan_2.25_2021-05-11T22:16:10,smartnoise_patectgan,100.0,2000.0,300.0,30.288204193115234,0.0,1620770845.2818708,2021-05-11T22:16:10
medical-survey,2.25,81.02644686798622,smartnoise_patectgan_2.25_2021-05-11T22:23:23,smartnoise_patectgan,900.0,3000.0,300.0,5.3860132694244385,0.0,1620770845.2818708,2021-05-11T22:23:23
medical-survey,2.25,79.26411518403067,smartnoise_patectgan_2.25_2021-05-11T22:31:23,smartnoise_patectgan,1500.0,4000.0,300.0,4.688207626342773,0.0,1620770845.2818708,2021-05-11T22:31:23
medical-survey,2.25,68.57747356562474,smartnoise_patectgan_2.25_2021-05-11T22:40:11,smartnoise_patectgan,900.0,5000.0,300.0,6.873098850250244,0.0,1620770845.2818708,2021-05-11T22:40:11
medical-survey,2.25,69.44717636720375,smartnoise_patectgan_2.25_2021-05-11T22:50:12,smartnoise_patectgan,500.0,6000.0,300.0,12.057063102722168,0.0,1620770845.2818708,2021-05-11T22:50:12
medical-survey,2.25,59.60710081603304,smartnoise_patectgan_2.25_2021-05-11T23:01:27,smartnoise_patectgan,500.0,7000.0,300.0,12.834668636322021,0.0,1620770845.2818708,2021-05-11T23:01:27
medical-survey,2.25,58.86307217863863,smartnoise_patectgan_2.25_2021-05-11T23:13:43,smartnoise_patectgan,500.0,8000.0,300.0,13.98846697807312,0.0,1620770845.2818708,2021-05-11T23:13:43
medical-survey,2.25,61.001640303073295,smartnoise_patectgan_2.25_2021-05-11T23:26:15,smartnoise_patectgan,100.0,8500.0,300.0,52.046146869659424,0.0,1620770845.2818708,2021-05-11T23:26:15
medical-survey,2.5,73.55695093608351,smartnoise_patectgan_2.5_2021-05-11T22:10:54,smartnoise_patectgan,500.0,1000.0,300.0,7.2272303104400635,0.0,1620770845.2818708,2021-05-11T22:10:54
medical-survey,2.5,67.17595760800069,smartnoise_patectgan_2.5_2021-05-11T22:17:20,smartnoise_patectgan,1500.0,2000.0,300.0,3.9251155853271484,0.0,1620770845.2818708,2021-05-11T22:17:20
medical-survey,2.5,76.46132204684396,smartnoise_patectgan_2.5_2021-05-11T22:24:16,smartnoise_patectgan,500.0,3000.0,300.0,9.270065546035767,0.0,1620770845.2818708,2021-05-11T22:24:16
medical-survey,2.5,80.23552617005065,smartnoise_patectgan_2.5_2021-05-11T22:32:17,smartnoise_patectgan,500.0,4000.0,300.0,10.620374917984009,0.0,1620770845.2818708,2021-05-11T22:32:17
medical-survey,2.5,66.14841507363093,smartnoise_patectgan_2.5_2021-05-11T22:41:16,smartnoise_patectgan,500.0,5000.0,300.0,11.853296756744385,0.0,1620770845.2818708,2021-05-11T22:41:16
medical-survey,2.5,68.19265646904381,smartnoise_patectgan_2.5_2021-05-11T22:51:32,smartnoise_patectgan,500.0,6000.0,300.0,13.191476583480835,0.0,1620770845.2818708,2021-05-11T22:51:32
medical-survey,2.5,63.976082742682166,smartnoise_patectgan_2.5_2021-05-11T23:02:55,smartnoise_patectgan,500.0,7000.0,300.0,14.5482656955719,0.0,1620770845.2818708,2021-05-11T23:02:55
medical-survey,2.5,55.38242259195278,smartnoise_patectgan_2.5_2021-05-11T23:15:19,smartnoise_patectgan,500.0,8000.0,300.0,15.487454652786255,0.0,1620770845.2818708,2021-05-11T23:15:19
medical-survey,2.5,60.57554753628081,smartnoise_patectgan_2.5_2021-05-11T23:28:05,smartnoise_patectgan,500.0,8500.0,300.0,16.104811668395996,0.0,1620770845.2818708,2021-05-11T23:28:05
medical-survey,2.75,78.17700465251214,smartnoise_patectgan_2.75_2021-05-11T22:11:56,smartnoise_patectgan,1500.0,1000.0,300.0,3.428089141845703,0.0,1620770845.2818708,2021-05-11T22:11:56
medical-survey,2.75,68.89661004772974,smartnoise_patectgan_2.75_2021-05-11T22:18:24,smartnoise_patectgan,1500.0,2000.0,300.0,4.380616903305054,0.0,1620770845.2818708,2021-05-11T22:18:24
medical-survey,2.75,73.18038762460331,smartnoise_patectgan_2.75_2021-05-11T22:25:30,smartnoise_patectgan,900.0,3000.0,300.0,6.8025922775268555,0.0,1620770845.2818708,2021-05-11T22:25:30
medical-survey,2.75,58.10913169893314,smartnoise_patectgan_2.75_2021-05-11T22:33:22,smartnoise_patectgan,100.0,4000.0,300.0,52.62852191925049,0.0,1620770845.2818708,2021-05-11T22:33:22
medical-survey,2.75,71.34285793250933,smartnoise_patectgan_2.75_2021-05-11T22:42:51,smartnoise_patectgan,900.0,5000.0,300.0,9.008517026901245,0.0,1620770845.2818708,2021-05-11T22:42:51
medical-survey,2.75,71.64881484990222,smartnoise_patectgan_2.75_2021-05-11T22:53:06,smartnoise_patectgan,500.0,6000.0,300.0,15.155033588409424,0.0,1620770845.2818708,2021-05-11T22:53:06
medical-survey,2.75,66.47993717680495,smartnoise_patectgan_2.75_2021-05-11T23:04:38,smartnoise_patectgan,500.0,7000.0,300.0,17.287051677703857,0.0,1620770845.2818708,2021-05-11T23:04:38
medical-survey,2.75,64.19304126763912,smartnoise_patectgan_2.75_2021-05-11T23:17:09,smartnoise_patectgan,500.0,8000.0,300.0,18.241759777069092,0.0,1620770845.2818708,2021-05-11T23:17:09
medical-survey,2.75,64.42941675612838,smartnoise_patectgan_2.75_2021-05-11T23:29:39,smartnoise_patectgan,100.0,8500.0,300.0,74.0431272983551,0.0,1620770845.2818708,2021-05-11T23:29:39
medical-survey,3.0,63.07959326401427,smartnoise_patectgan_3.0_2021-05-11T22:12:55,smartnoise_patectgan,900.0,1000.0,300.0,5.962305068969727,0.0,1620770845.2818708,2021-05-11T22:12:55
medical-survey,3.0,71.60950797823558,smartnoise_patectgan_3.0_2021-05-11T22:19:37,smartnoise_patectgan,1500.0,2000.0,300.0,4.9248902797698975,0.0,1620770845.2818708,2021-05-11T22:19:37
medical-survey,3.0,77.16187306804193,smartnoise_patectgan_3.0_2021-05-11T22:26:42,smartnoise_patectgan,500.0,3000.0,300.0,12.318549633026123,0.0,1620770845.2818708,2021-05-11T22:26:42
medical-survey,3.0,70.19678948621409,smartnoise_patectgan_3.0_2021-05-11T22:34:49,smartnoise_patectgan,100.0,4000.0,300.0,60.94193744659424,0.0,1620770845.2818708,2021-05-11T22:34:49
medical-survey,3.0,71.14437785246497,smartnoise_patectgan_3.0_2021-05-11T22:44:30,smartnoise_patectgan,900.0,5000.0,300.0,10.2094407081604,0.0,1620770845.2818708,2021-05-11T22:44:30
medical-survey,3.0,64.22599517123844,smartnoise_patectgan_3.0_2021-05-11T22:54:37,smartnoise_patectgan,100.0,6000.0,300.0,73.52290058135986,0.0,1620770845.2818708,2021-05-11T22:54:37
medical-survey,3.0,62.122158108527536,smartnoise_patectgan_3.0_2021-05-11T23:06:37,smartnoise_patectgan,500.0,7000.0,300.0,19.455119609832764,0.0,1620770845.2818708,2021-05-11T23:06:37
medical-survey,3.0,59.250684774472475,smartnoise_patectgan_3.0_2021-05-11T23:19:17,smartnoise_patectgan,500.0,8000.0,300.0,20.8841552734375,0.0,1620770845.2818708,2021-05-11T23:19:17
medical-survey,3.0,65.50234657394236,smartnoise_patectgan_3.0_2021-05-11T23:32:29,smartnoise_patectgan,1500.0,8500.0,300.0,10.148977994918823,0.0,1620770845.2818708,2021-05-11T23:32:29
