batch_size,dataset,dataset_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,epsilon,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,score,synthetic_dir,test_start_time,timestamp,tool,validator,query_count
4.0,medical-survey,8000.0,0.0,0.1,0.1,100.0,6155730.0,837.1042015552521,0.005,2.0,1.0,32.0,0.9850905497158918,gretel_6155730_2021-05-27T19:23:57,1622045621.039952,2021-05-27T19:23:57,gretel,,
4.0,medical-survey,8000.0,0.0,0.1,0.1,100.0,6155730.0,837.6478297710419,0.005,3.0,1.0,32.0,0.9895408348731672,gretel_6155730_2021-05-27T20:02:01,1622045621.039952,2021-05-27T20:02:01,gretel,,
4.0,medical-survey,8000.0,0.0,0.1,0.1,100.0,6155730.0,853.1046168804169,0.005,4.0,1.0,32.0,0.9816097110625779,gretel_6155730_2021-05-27T20:43:12,1622045621.039952,2021-05-27T20:43:12,gretel,,
4.0,medical-survey,8000.0,0.0,0.1,0.1,100.0,6155730.0,851.3173654079437,0.005,5.0,1.0,32.0,0.9846906721285623,gretel_6155730_2021-05-27T21:21:44,1622045621.039952,2021-05-27T21:21:44,gretel,,
4.0,medical-survey,8000.0,0.0,0.1,0.1,100.0,6155730.0,833.1398186683655,0.005,6.0,1.0,32.0,0.9811399251059539,gretel_6155730_2021-05-27T22:03:25,1622045621.039952,2021-05-27T22:03:25,gretel,,
4.0,medical-survey,8000.0,0.0,0.1,0.1,100.0,6155730.0,848.883766412735,0.005,7.0,1.0,32.0,0.9814973524413596,gretel_6155730_2021-05-27T22:44:19,1622045621.039952,2021-05-27T22:44:19,gretel,,
4.0,medical-survey,8000.0,0.0,0.1,0.1,100.0,6155730.0,848.9469423294067,0.005,8.0,1.0,32.0,0.9805324023853069,gretel_6155730_2021-05-27T23:23:08,1622045621.039952,2021-05-27T23:23:08,gretel,,
4.0,medical-survey,8000.0,0.0,0.1,0.1,100.0,6155730.0,827.6588759422302,0.005,9.0,1.0,32.0,0.991117074433217,gretel_6155730_2021-05-28T00:02:37,1622045621.039952,2021-05-28T00:02:37,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,896.6273386478424,0.005,0.0,1.0,32.0,0.9926349887846634,gretel_6379409_2021-05-28T00:42:46,1622045621.039952,2021-05-28T00:42:46,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,907.2015781402588,0.005,1.0,1.0,32.0,0.9992050948869049,gretel_6379409_2021-05-28T01:23:40,1622045621.039952,2021-05-28T01:23:40,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,2863.658983230591,0.001,2.0,1.0,32.0,0.8871777025962387,gretel_6379409_2021-05-28T02:13:33,1622045621.039952,2021-05-28T02:13:33,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,907.9512133598328,0.005,2.0,1.0,32.0,0.985642759154633,gretel_6379409_2021-05-28T02:46:36,1622045621.039952,2021-05-28T02:46:36,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,905.5083909034729,0.005,3.0,1.0,32.0,0.9816417741263317,gretel_6379409_2021-05-28T03:25:10,1622045621.039952,2021-05-28T03:25:10,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,891.670459985733,0.005,4.0,1.0,32.0,0.9814692354218062,gretel_6379409_2021-05-28T04:03:28,1622045621.039952,2021-05-28T04:03:28,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,878.2632377147675,0.005,5.0,1.0,32.0,0.984772524348115,gretel_6379409_2021-05-28T04:40:18,1622045621.039952,2021-05-28T04:40:18,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,885.362904548645,0.005,6.0,1.0,32.0,0.974881991536347,gretel_6379409_2021-05-28T05:21:13,1622045621.039952,2021-05-28T05:21:13,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,926.765775680542,0.005,7.0,1.0,32.0,0.9760472893922086,gretel_6379409_2021-05-28T06:00:07,1622045621.039952,2021-05-28T06:00:07,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,922.3910100460052,0.005,8.0,1.0,32.0,0.9959215586380408,gretel_6379409_2021-05-28T06:44:30,1622045621.039952,2021-05-28T06:44:30,gretel,,
4.0,medical-survey,8500.0,0.0,0.1,0.1,100.0,6379409.0,899.809921503067,0.005,9.0,1.0,32.0,0.9848155466920877,gretel_6379409_2021-05-28T07:23:17,1622045621.039952,2021-05-28T07:23:17,gretel,,
4.0,medical-survey,6000.0,,0.1,0.3,100.0,65.77,409.8644115924835,0.001,0.0,1.0,32.0,0.0,gretel_65.76899999999999_2021-05-14T19:38:58,1621018488.0677025,2021-05-14T19:38:58,gretel,gretel,
4.0,medical-survey,5000.0,,0.1,0.3,100.0,71.06,505.9433243274689,0.001,0.0,1.0,32.0,0.0,gretel_71.0635_2021-05-14T19:32:08,1621018488.0677025,2021-05-14T19:32:08,gretel,gretel,
4.0,medical-survey,4000.0,,0.1,0.3,100.0,74.43,502.67766308784485,0.001,0.0,1.0,32.0,0.0,gretel_74.4342_2021-05-14T19:23:42,1621018488.0677025,2021-05-14T19:23:42,gretel,gretel,
300.0,medical-survey,1000.0,,,,500.0,0.1,1.5808250904083252,,0.0,,,0.80611606957357,smartnoise_dpctgan_0.1_2021-05-13T17:11:31,1620925882.370055,2021-05-13T17:11:31,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.1,2.0913000106811523,,0.0,,,0.7984479422517353,smartnoise_dpctgan_0.1_2021-05-13T17:19:18,1620925882.370055,2021-05-13T17:19:18,smartnoise_dpctgan,,
500.0,medical-survey,3000.0,,,,300.0,0.1,2.584244966506958,,0.0,,,0.7977452125957599,smartnoise_dpctgan_0.1_2021-05-13T17:26:11,1620925882.370055,2021-05-13T17:26:11,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.1,3.41025710105896,,0.0,,,0.8000791943520253,smartnoise_dpctgan_0.1_2021-05-13T17:37:46,1620925882.370055,2021-05-13T17:37:46,smartnoise_dpctgan,,
300.0,medical-survey,5000.0,,,,100.0,0.1,4.286775350570679,,0.0,,,0.7540690178375811,smartnoise_dpctgan_0.1_2021-05-13T17:55:50,1620925882.370055,2021-05-13T17:55:50,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,100.0,0.1,4.648080348968506,,0.0,,,0.7958102232685315,smartnoise_dpctgan_0.1_2021-05-13T18:21:57,1620925882.370055,2021-05-13T18:21:57,smartnoise_dpctgan,,
500.0,medical-survey,7000.0,,,,300.0,0.1,5.008967638015747,,0.0,,,0.7268770040931232,smartnoise_dpctgan_0.1_2021-05-13T18:58:04,1620925882.370055,2021-05-13T18:58:04,smartnoise_dpctgan,,
500.0,medical-survey,8000.0,,,,500.0,0.1,6.045958042144775,,0.0,,,0.7807357899019715,smartnoise_dpctgan_0.1_2021-05-13T19:43:34,1620925882.370055,2021-05-13T19:43:34,smartnoise_dpctgan,,
500.0,medical-survey,8500.0,,,,100.0,0.1,6.669079780578613,,0.0,,,0.6262399047236772,smartnoise_dpctgan_0.1_2021-05-13T20:39:45,1620925882.370055,2021-05-13T20:39:45,smartnoise_dpctgan,,
500.0,medical-survey,9000.0,,,,300.0,0.1,6.7557618618011475,,0.0,,,0.7993503055578491,smartnoise_dpctgan_0.1_2021-05-13T21:42:46,1620925882.370055,2021-05-13T21:42:46,smartnoise_dpctgan,,
300.0,medical-survey,9358.0,,,,300.0,0.1,6.617758512496948,,0.0,,,0.7676144659289538,smartnoise_dpctgan_0.1_2021-05-13T22:51:18,1620925882.370055,2021-05-13T22:51:18,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,300.0,0.1,1.8079264163970947,,0.0,,,0.7768766334761379,smartnoise_dpctgan_0.1_2021-06-04T11:56:11,1622807768.0651722,2021-06-04T11:56:11,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,300.0,0.1,3.558286190032959,,1.0,,,0.7984107071259051,smartnoise_dpctgan_0.1_2021-06-04T11:56:15,1622807768.0651722,2021-06-04T11:56:15,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,300.0,0.1,3.4264469146728516,,2.0,,,0.8092880075554946,smartnoise_dpctgan_0.1_2021-06-04T11:56:18,1622807768.0651722,2021-06-04T11:56:18,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,300.0,0.1,3.5494041442871094,,3.0,,,0.8009503757725475,smartnoise_dpctgan_0.1_2021-06-04T11:56:22,1622807768.0651722,2021-06-04T11:56:22,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,300.0,0.1,3.4439516067504883,,4.0,,,0.7967731664279825,smartnoise_dpctgan_0.1_2021-06-04T11:56:25,1622807768.0651722,2021-06-04T11:56:25,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.1,3.9556100368499756,,0.0,,,0.8042191856058696,smartnoise_dpctgan_0.1_2021-06-04T12:09:55,1622808591.3813999,2021-06-04T12:09:55,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.1,2.0741286277770996,,1.0,,,0.7697525322078809,smartnoise_dpctgan_0.1_2021-06-04T12:09:59,1622808591.3813999,2021-06-04T12:09:59,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.1,4.1291985511779785,,2.0,,,0.7982533760566439,smartnoise_dpctgan_0.1_2021-06-04T12:10:03,1622808591.3813999,2021-06-04T12:10:03,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.1,4.179669141769409,,3.0,,,0.7907259266775628,smartnoise_dpctgan_0.1_2021-06-04T12:10:07,1622808591.3813999,2021-06-04T12:10:07,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.1,4.072545766830444,,4.0,,,0.7871245117691018,smartnoise_dpctgan_0.1_2021-06-04T12:10:11,1622808591.3813999,2021-06-04T12:10:11,smartnoise_dpctgan,,
500.0,medical-survey,3000.0,,,,300.0,0.1,5.577507972717285,,0.0,,,0.7978945376664986,smartnoise_dpctgan_0.1_2021-06-04T12:24:43,1622809477.4544318,2021-06-04T12:24:43,smartnoise_dpctgan,,
500.0,medical-survey,3000.0,,,,300.0,0.1,5.5315916538238525,,1.0,,,0.7582228013087371,smartnoise_dpctgan_0.1_2021-06-04T12:24:48,1622809477.4544318,2021-06-04T12:24:48,smartnoise_dpctgan,,
500.0,medical-survey,3000.0,,,,300.0,0.1,5.5716118812561035,,2.0,,,0.8083637124793047,smartnoise_dpctgan_0.1_2021-06-04T12:24:54,1622809477.4544318,2021-06-04T12:24:54,smartnoise_dpctgan,,
500.0,medical-survey,3000.0,,,,300.0,0.1,5.503488540649414,,3.0,,,0.7934782947478238,smartnoise_dpctgan_0.1_2021-06-04T12:24:59,1622809477.4544318,2021-06-04T12:24:59,smartnoise_dpctgan,,
500.0,medical-survey,3000.0,,,,300.0,0.1,5.825068473815918,,4.0,,,0.798634590424372,smartnoise_dpctgan_0.1_2021-06-04T12:25:05,1622809477.4544318,2021-06-04T12:25:05,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.1,8.757796287536621,,0.0,,,0.7475077184591576,smartnoise_dpctgan_0.1_2021-06-04T12:40:34,1622810426.671508,2021-06-04T12:40:34,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.1,7.3115785121917725,,1.0,,,0.7866553347277981,smartnoise_dpctgan_0.1_2021-06-04T12:40:41,1622810426.671508,2021-06-04T12:40:41,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.1,7.548401117324829,,2.0,,,0.7937355400468351,smartnoise_dpctgan_0.1_2021-06-04T12:40:49,1622810426.671508,2021-06-04T12:40:49,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.1,7.322758197784424,,3.0,,,0.7984961212306046,smartnoise_dpctgan_0.1_2021-06-04T12:40:56,1622810426.671508,2021-06-04T12:40:56,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.1,7.298597097396851,,4.0,,,0.8209138300301887,smartnoise_dpctgan_0.1_2021-06-04T12:41:03,1622810426.671508,2021-06-04T12:41:03,smartnoise_dpctgan,,
500.0,medical-survey,5000.0,,,,300.0,0.1,9.152737379074097,,0.0,,,0.7647775716139614,smartnoise_dpctgan_0.1_2021-06-04T12:57:43,1622811454.4649868,2021-06-04T12:57:43,smartnoise_dpctgan,,
500.0,medical-survey,5000.0,,,,300.0,0.1,8.847083806991577,,1.0,,,0.7288777767718,smartnoise_dpctgan_0.1_2021-06-04T12:57:52,1622811454.4649868,2021-06-04T12:57:52,smartnoise_dpctgan,,
500.0,medical-survey,5000.0,,,,300.0,0.1,4.296662330627441,,2.0,,,0.6469114429962479,smartnoise_dpctgan_0.1_2021-06-04T12:58:01,1622811454.4649868,2021-06-04T12:58:01,smartnoise_dpctgan,,
500.0,medical-survey,5000.0,,,,300.0,0.1,8.960850954055786,,3.0,,,0.7893854226857225,smartnoise_dpctgan_0.1_2021-06-04T12:58:10,1622811454.4649868,2021-06-04T12:58:10,smartnoise_dpctgan,,
500.0,medical-survey,5000.0,,,,300.0,0.1,8.889128684997559,,4.0,,,0.764317076420351,smartnoise_dpctgan_0.1_2021-06-04T12:58:19,1622811454.4649868,2021-06-04T12:58:19,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,300.0,0.1,10.666731119155884,,0.0,,,0.8214168796090163,smartnoise_dpctgan_0.1_2021-06-04T13:16:05,1622812554.9801223,2021-06-04T13:16:05,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,300.0,0.1,28.753405570983887,,1.0,,,0.5609849689857213,smartnoise_dpctgan_0.1_2021-06-04T13:16:16,1622812554.9801223,2021-06-04T13:16:16,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,300.0,0.1,10.77997636795044,,2.0,,,0.7632528566513761,smartnoise_dpctgan_0.1_2021-06-04T13:16:27,1622812554.9801223,2021-06-04T13:16:27,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,300.0,0.1,10.80890679359436,,3.0,,,0.6084743318137104,smartnoise_dpctgan_0.1_2021-06-04T13:16:38,1622812554.9801223,2021-06-04T13:16:38,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,300.0,0.1,10.708131313323975,,4.0,,,0.7759019690725162,smartnoise_dpctgan_0.1_2021-06-04T13:16:48,1622812554.9801223,2021-06-04T13:16:48,smartnoise_dpctgan,,
500.0,medical-survey,7000.0,,,,300.0,0.1,12.501255512237549,,0.0,,,0.804386724845174,smartnoise_dpctgan_0.1_2021-06-04T13:35:41,1622813728.87848,2021-06-04T13:35:41,smartnoise_dpctgan,,
500.0,medical-survey,7000.0,,,,300.0,0.1,12.393095970153809,,1.0,,,0.7565684421236188,smartnoise_dpctgan_0.1_2021-06-04T13:35:53,1622813728.87848,2021-06-04T13:35:53,smartnoise_dpctgan,,
500.0,medical-survey,7000.0,,,,300.0,0.1,12.15949296951294,,2.0,,,0.6468194471570016,smartnoise_dpctgan_0.1_2021-06-04T13:36:06,1622813728.87848,2021-06-04T13:36:06,smartnoise_dpctgan,,
500.0,medical-survey,7000.0,,,,300.0,0.1,19.977571725845337,,3.0,,,0.6154023811107389,smartnoise_dpctgan_0.1_2021-06-04T13:36:18,1622813728.87848,2021-06-04T13:36:18,smartnoise_dpctgan,,
500.0,medical-survey,7000.0,,,,300.0,0.1,12.527544736862183,,4.0,,,0.7726015991026117,smartnoise_dpctgan_0.1_2021-06-04T13:36:31,1622813728.87848,2021-06-04T13:36:31,smartnoise_dpctgan,,
500.0,medical-survey,8500.0,,,,300.0,0.1,53.20745587348938,,0.0,,,0.6001800339769371,smartnoise_dpctgan_0.1_2021-06-04T13:45:09,1622814294.9462528,2021-06-04T13:45:09,smartnoise_dpctgan,,
500.0,medical-survey,9000.0,,,,300.0,0.1,58.44091439247131,,0.0,,,0.59272970740815,smartnoise_dpctgan_0.1_2021-06-04T13:49:40,1622814564.6427414,2021-06-04T13:49:40,smartnoise_dpctgan,,
500.0,medical-survey,9358.0,,,,300.0,0.1,6.892759799957275,,0.0,,,0.5404491738533875,smartnoise_dpctgan_0.1_2021-06-04T13:54:17,1622814841.0644155,2021-06-04T13:54:17,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,100.0,0.25,2.3703176975250244,,0.0,,,0.7976867946167449,smartnoise_dpctgan_0.25_2021-05-13T17:11:45,1620925882.370055,2021-05-13T17:11:45,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.25,2.0741286277770996,,0.0,,,0.786578712509698,smartnoise_dpctgan_0.25_2021-05-13T17:19:31,1620925882.370055,2021-05-13T17:19:31,smartnoise_dpctgan,,
300.0,medical-survey,3000.0,,,,100.0,0.25,2.692138671875,,0.0,,,0.7948658230688332,smartnoise_dpctgan_0.25_2021-05-13T17:26:17,1620925882.370055,2021-05-13T17:26:17,smartnoise_dpctgan,,
300.0,medical-survey,4000.0,,,,100.0,0.25,3.6421878337860107,,0.0,,,0.79330063412922,smartnoise_dpctgan_0.25_2021-05-13T17:37:53,1620925882.370055,2021-05-13T17:37:53,smartnoise_dpctgan,,
300.0,medical-survey,5000.0,,,,300.0,0.25,4.296662330627441,,0.0,,,0.703763535164451,smartnoise_dpctgan_0.25_2021-05-13T17:56:19,1620925882.370055,2021-05-13T17:56:19,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,500.0,0.25,4.3557024002075195,,0.0,,,0.8014480930458282,smartnoise_dpctgan_0.25_2021-05-13T18:22:35,1620925882.370055,2021-05-13T18:22:35,smartnoise_dpctgan,,
300.0,medical-survey,7000.0,,,,500.0,0.25,5.742461442947388,,0.0,,,0.7947104583989097,smartnoise_dpctgan_0.25_2021-05-13T18:58:26,1620925882.370055,2021-05-13T18:58:26,smartnoise_dpctgan,,
300.0,medical-survey,8000.0,,,,500.0,0.25,7.6338605880737305,,0.0,,,0.6668195068161672,smartnoise_dpctgan_0.25_2021-05-13T19:43:57,1620925882.370055,2021-05-13T19:43:57,smartnoise_dpctgan,,
300.0,medical-survey,8500.0,,,,100.0,0.25,8.270937442779541,,0.0,,,0.7950915766122938,smartnoise_dpctgan_0.25_2021-05-13T20:40:07,1620925882.370055,2021-05-13T20:40:07,smartnoise_dpctgan,,
300.0,medical-survey,9000.0,,,,100.0,0.25,8.237812280654907,,0.0,,,0.7921592498734964,smartnoise_dpctgan_0.25_2021-05-13T21:43:01,1620925882.370055,2021-05-13T21:43:01,smartnoise_dpctgan,,
500.0,medical-survey,9358.0,,,,500.0,0.25,6.892759799957275,,0.0,,,0.6516156674986454,smartnoise_dpctgan_0.25_2021-05-13T22:52:33,1620925882.370055,2021-05-13T22:52:33,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,300.0,0.25,1.8079264163970947,,0.0,,,0.793289519482624,smartnoise_dpctgan_0.25_2021-06-04T14:11:06,1622815863.4375193,2021-06-04T14:11:06,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.25,4.1816675662994385,,0.0,,,0.8094139320505179,smartnoise_dpctgan_0.25_2021-06-04T14:14:02,1622816037.8243566,2021-06-04T14:14:02,smartnoise_dpctgan,,
500.0,medical-survey,3000.0,,,,300.0,0.25,5.5315916538238525,,0.0,,,0.7605381609678502,smartnoise_dpctgan_0.25_2021-06-04T14:17:11,1622816225.7554576,2021-06-04T14:17:11,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.25,8.757796287536621,,0.0,,,0.6301953734538729,smartnoise_dpctgan_0.25_2021-06-04T14:20:34,1622816427.0870762,2021-06-04T14:20:34,smartnoise_dpctgan,,
500.0,medical-survey,5000.0,,,,300.0,0.25,8.80825686454773,,0.0,,,0.7984950848146738,smartnoise_dpctgan_0.25_2021-06-04T14:24:11,1622816642.187007,2021-06-04T14:24:11,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,300.0,0.25,28.753405570983887,,0.0,,,0.6785328833671272,smartnoise_dpctgan_0.25_2021-06-04T14:28:00,1622816869.181313,2021-06-04T14:28:00,smartnoise_dpctgan,,
500.0,medical-survey,7000.0,,,,300.0,0.25,19.977571725845337,,0.0,,,0.7012465287515476,smartnoise_dpctgan_0.25_2021-06-04T14:32:05,1622817112.7680223,2021-06-04T14:32:05,smartnoise_dpctgan,,
500.0,medical-survey,8000.0,,,,300.0,0.25,6.045958042144775,,0.0,,,0.6327047776598449,smartnoise_dpctgan_0.25_2021-06-04T14:36:23,1622817369.246092,2021-06-04T14:36:23,smartnoise_dpctgan,,
500.0,medical-survey,8500.0,,,,300.0,0.25,53.20745587348938,,0.0,,,0.5884978609463739,smartnoise_dpctgan_0.25_2021-06-04T14:40:49,1622817634.1290066,2021-06-04T14:40:49,smartnoise_dpctgan,,
500.0,medical-survey,9000.0,,,,300.0,0.25,58.44091439247131,,0.0,,,0.6531817718832759,smartnoise_dpctgan_0.25_2021-06-04T14:45:21,1622817906.4514966,2021-06-04T14:45:21,smartnoise_dpctgan,,
500.0,medical-survey,9358.0,,,,300.0,0.25,16.183982133865356,,0.0,,,0.6615478411490953,smartnoise_dpctgan_0.25_2021-06-04T14:49:56,1622818180.5841255,2021-06-04T14:49:56,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,300.0,0.5,2.4455766677856445,,0.0,,,0.8021995071741893,smartnoise_dpctgan_0.5_2021-05-13T17:11:59,1620925882.370055,2021-05-13T17:11:59,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,500.0,0.5,1.9119083881378174,,0.0,,,0.7915899852459428,smartnoise_dpctgan_0.5_2021-05-13T17:19:47,1620925882.370055,2021-05-13T17:19:47,smartnoise_dpctgan,,
300.0,medical-survey,3000.0,,,,500.0,0.5,3.3206264972686768,,0.0,,,0.8062952406780113,smartnoise_dpctgan_0.5_2021-05-13T17:26:40,1620925882.370055,2021-05-13T17:26:40,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.5,3.843376636505127,,0.0,,,0.8186598316656627,smartnoise_dpctgan_0.5_2021-05-13T17:38:32,1620925882.370055,2021-05-13T17:38:32,smartnoise_dpctgan,,
300.0,medical-survey,5000.0,,,,300.0,0.5,5.7709434032440186,,0.0,,,0.667657787260913,smartnoise_dpctgan_0.5_2021-05-13T17:56:47,1620925882.370055,2021-05-13T17:56:47,smartnoise_dpctgan,,
300.0,medical-survey,6000.0,,,,300.0,0.5,7.570953845977783,,0.0,,,0.9437566370307281,smartnoise_dpctgan_0.5_2021-05-13T18:22:50,1620925882.370055,2021-05-13T18:22:50,smartnoise_dpctgan,,
300.0,medical-survey,7000.0,,,,300.0,0.5,8.388197660446167,,0.0,,,0.803461068217965,smartnoise_dpctgan_0.5_2021-05-13T18:58:59,1620925882.370055,2021-05-13T18:58:59,smartnoise_dpctgan,,
300.0,medical-survey,8000.0,,,,100.0,0.5,10.832961320877075,,0.0,,,0.8074158817459095,smartnoise_dpctgan_0.5_2021-05-13T19:44:26,1620925882.370055,2021-05-13T19:44:26,smartnoise_dpctgan,,
300.0,medical-survey,8500.0,,,,300.0,0.5,11.395517587661743,,0.0,,,0.7849828820761388,smartnoise_dpctgan_0.5_2021-05-13T20:41:07,1620925882.370055,2021-05-13T20:41:07,smartnoise_dpctgan,,
300.0,medical-survey,9000.0,,,,300.0,0.5,11.530088901519775,,0.0,,,0.7019170526617672,smartnoise_dpctgan_0.5_2021-05-13T21:44:02,1620925882.370055,2021-05-13T21:44:02,smartnoise_dpctgan,,
300.0,medical-survey,9358.0,,,,500.0,0.5,12.203246831893921,,0.0,,,0.9637850495262158,smartnoise_dpctgan_0.5_2021-05-13T22:53:09,1620925882.370055,2021-05-13T22:53:09,smartnoise_dpctgan,,
500.0,medical-survey,1000.0,,,,300.0,0.5,1.8079264163970947,,0.0,,,0.7691747281633962,smartnoise_dpctgan_0.5_2021-06-04T14:52:38,1622818355.241962,2021-06-04T14:52:38,smartnoise_dpctgan,,
500.0,medical-survey,2000.0,,,,300.0,0.5,2.0741286277770996,,0.0,,,0.7903210136783206,smartnoise_dpctgan_0.5_2021-06-04T14:55:30,1622818526.792173,2021-06-04T14:55:30,smartnoise_dpctgan,,
500.0,medical-survey,3000.0,,,,300.0,0.5,5.5315916538238525,,0.0,,,0.730958258483164,smartnoise_dpctgan_0.5_2021-06-04T14:58:40,1622818715.0136504,2021-06-04T14:58:40,smartnoise_dpctgan,,
500.0,medical-survey,4000.0,,,,300.0,0.5,8.757796287536621,,0.0,,,0.8007940910779364,smartnoise_dpctgan_0.5_2021-06-04T15:02:09,1622818917.402381,2021-06-04T15:02:09,smartnoise_dpctgan,,
500.0,medical-survey,5000.0,,,,300.0,0.5,4.296662330627441,,0.0,,,0.6420429906895976,smartnoise_dpctgan_0.5_2021-06-04T15:05:52,1622819138.1544132,2021-06-04T15:05:52,smartnoise_dpctgan,,
500.0,medical-survey,6000.0,,,,300.0,0.5,28.753405570983887,,0.0,,,0.8504816602786712,smartnoise_dpctgan_0.5_2021-06-04T15:09:49,1622819372.3528395,2021-06-04T15:09:49,smartnoise_dpctgan,,
500.0,medical-survey,7000.0,,,,300.0,0.5,19.977571725845337,,0.0,,,0.6339411437086607,smartnoise_dpctgan_0.5_2021-06-04T15:14:09,1622819621.9251559,2021-06-04T15:14:09,smartnoise_dpctgan,,
500.0,medical-survey,8000.0,,,,300.0,0.5,6.045958042144775,,0.0,,,0.6534404592666277,smartnoise_dpctgan_0.5_2021-06-04T15:18:46,1622819894.4249656,2021-06-04T15:18:46,smartnoise_dpctgan,,
500.0,medical-survey,8500.0,,,,300.0,0.5,53.20745587348938,,0.0,,,0.7628262116243368,smartnoise_dpctgan_0.5_2021-06-04T15:23:31,1622820177.6556985,2021-06-04T15:23:31,smartnoise_dpctgan,,
500.0,medical-survey,9000.0,,,,300.0,0.5,58.44091439247131,,0.0,,,0.5466768797614444,smartnoise_dpctgan_0.5_2021-06-04T15:28:24,1622820468.3949778,2021-06-04T15:28:24,smartnoise_dpctgan,,
500.0,medical-survey,9358.0,,,,300.0,0.5,6.892759799957275,,0.0,,,0.712978400097047,smartnoise_dpctgan_0.5_2021-06-04T15:33:22,1622820766.2789233,2021-06-04T15:33:22,smartnoise_dpctgan,,
300.0,medical-survey,1000.0,,,,300.0,0.75,1.8079264163970947,,0.0,,,0.7824282229801623,smartnoise_dpctgan_0.75_2021-05-13T17:12:05,1620925882.370055,2021-05-13T17:12:05,smartnoise_dpctgan,,
300.0,medical-survey,2000.0,,,,500.0,0.75,2.7803127765655518,,0.0,,,0.772237269847052,smartnoise_dpctgan_0.75_2021-05-13T17:19:55,1620925882.370055,2021-05-13T17:19:55,smartnoise_dpctgan,,
300.0,medical-survey,3000.0,,,,500.0,0.75,4.096043825149536,,0.0,,,0.9833617457936175,smartnoise_dpctgan_0.75_2021-05-13T17:27:00,1620925882.370055,2021-05-13T17:27:00,smartnoise_dpctgan,,
300.0,medical-survey,4000.0,,,,300.0,0.75,6.471539258956909,,0.0,,,0.9215803576424068,smartnoise_dpctgan_0.75_2021-05-13T17:38:48,1620925882.370055,2021-05-13T17:38:48,smartnoise_dpctgan,,
300.0,medical-survey,5000.0,,,,500.0,0.75,8.307399988174438,,0.0,,,0.9247826272493701,smartnoise_dpctgan_0.75_2021-05-13T17:57:31,1620925882.370055,2021-05-13T17:57:31,smartnoise_dpctgan,,
