batch_size,dataset,dataset_size,epochs,epsilon,generate_time,num_of_runs,score,synthetic_dir,test_start_time,timestamp,tool,noise_multiplier,sample_per_teacher,student_iters,teacher_iters
500.0,parkinson,5000.0,300.0,0.25,15.396926164627075,0.0,0.2800612797783554,smartnoise_patectgan_0.25_2021-05-15T07:29:20,1621062425.03643,2021-05-15T07:29:20,smartnoise_patectgan,,,,
300.0,parkinson,5499.0,300.0,0.25,12.887020826339722,0.0,0.3049323478232197,smartnoise_patectgan_0.25_2021-05-15T07:37:16,1621062425.03643,2021-05-15T07:37:16,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,0.25,23.876131057739258,0.0,0.19423480609468,smartnoise_patectgan_0.25_2021-06-05T09:06:37,1622883973.1485581,2021-06-05T09:06:37,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,0.25,35.962953329086304,0.0,0.33147900257741875,smartnoise_patectgan_0.25_2021-06-05T09:08:49,1622884093.1350636,2021-06-05T09:08:49,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,0.25,8.863526105880737,0.0,0.3600845642326943,smartnoise_patectgan_0.25_2021-06-05T09:10:22,1622884213.490938,2021-06-05T09:10:22,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,0.25,64.67473530769348,0.0,0.34885449694163245,smartnoise_patectgan_0.25_2021-06-05T09:11:55,1622884251.2289815,2021-06-05T09:11:55,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,0.25,49.61045479774475,0.0,0.2830939955986436,smartnoise_patectgan_0.25_2021-06-05T09:15:14,1622884464.7310464,2021-06-05T09:15:14,smartnoise_patectgan,0.001,1000.0,5.0,5.0
300.0,parkinson,1000.0,300.0,0.5,4.162594795227051,0.0,0.20461044329058314,smartnoise_patectgan_0.5_2021-05-15T07:07:28,1621062425.03643,2021-05-15T07:07:28,smartnoise_patectgan,,,,
500.0,parkinson,2000.0,300.0,0.5,6.225032806396484,0.0,0.3577460780735045,smartnoise_patectgan_0.5_2021-05-15T07:11:23,1621062425.03643,2021-05-15T07:11:23,smartnoise_patectgan,,,,
300.0,parkinson,3000.0,300.0,0.5,8.141481161117554,0.0,0.37063820953679716,smartnoise_patectgan_0.5_2021-05-15T07:16:08,1621062425.03643,2021-05-15T07:16:08,smartnoise_patectgan,,,,
300.0,parkinson,4000.0,300.0,0.5,9.862709760665894,0.0,0.35518055204928145,smartnoise_patectgan_0.5_2021-05-15T07:22:02,1621062425.03643,2021-05-15T07:22:02,smartnoise_patectgan,,,,
300.0,parkinson,5000.0,300.0,0.5,14.692534685134888,0.0,0.3795928470886495,smartnoise_patectgan_0.5_2021-05-15T07:29:35,1621062425.03643,2021-05-15T07:29:35,smartnoise_patectgan,,,,
500.0,parkinson,5499.0,300.0,0.5,13.313042163848877,0.0,0.35403812741154106,smartnoise_patectgan_0.5_2021-05-15T07:37:55,1621062425.03643,2021-05-15T07:37:55,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,0.5,28.544705390930176,0.0,0.18748299464474527,smartnoise_patectgan_0.5_2021-06-05T09:16:42,1622884573.8005784,2021-06-05T09:16:42,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,0.5,41.698986291885376,0.0,0.3368308761645663,smartnoise_patectgan_0.5_2021-06-05T09:19:00,1622884698.7951381,2021-06-05T09:19:00,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,0.5,10.027530431747437,0.0,0.32231241299402436,smartnoise_patectgan_0.5_2021-06-05T09:20:25,1622884815.8833754,2021-06-05T09:20:25,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,0.5,70.81433749198914,0.0,0.32778962780839,smartnoise_patectgan_0.5_2021-06-05T09:22:24,1622884873.374297,2021-06-05T09:22:24,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,0.5,14.640649318695068,0.0,0.3342606792284004,smartnoise_patectgan_0.5_2021-06-05T09:25:31,1622885117.041404,2021-06-05T09:25:31,smartnoise_patectgan,0.001,1000.0,5.0,5.0
300.0,parkinson,1000.0,300.0,0.75,9.17754340171814,0.0,0.2017185963862871,smartnoise_patectgan_0.75_2021-05-15T07:07:41,1621062425.03643,2021-05-15T07:07:41,smartnoise_patectgan,,,,
500.0,parkinson,2000.0,300.0,0.75,6.288692235946655,0.0,0.3575907160923574,smartnoise_patectgan_0.75_2021-05-15T07:11:36,1621062425.03643,2021-05-15T07:11:36,smartnoise_patectgan,,,,
500.0,parkinson,3000.0,300.0,0.75,8.252473831176758,0.0,0.34839865079352306,smartnoise_patectgan_0.75_2021-05-15T07:16:33,1621062425.03643,2021-05-15T07:16:33,smartnoise_patectgan,,,,
500.0,parkinson,4000.0,300.0,0.75,10.033004760742188,0.0,0.3696706058741617,smartnoise_patectgan_0.75_2021-05-15T07:22:32,1621062425.03643,2021-05-15T07:22:32,smartnoise_patectgan,,,,
300.0,parkinson,5000.0,300.0,0.75,12.893463373184204,0.0,0.33391419091993396,smartnoise_patectgan_0.75_2021-05-15T07:30:00,1621062425.03643,2021-05-15T07:30:00,smartnoise_patectgan,,,,
300.0,parkinson,5499.0,300.0,0.75,13.82154369354248,0.0,0.31791387768271295,smartnoise_patectgan_0.75_2021-05-15T07:38:09,1621062425.03643,2021-05-15T07:38:09,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,0.75,19.80131983757019,0.0,0.18862561984102932,smartnoise_patectgan_0.75_2021-06-05T09:31:01,1622885441.5787697,2021-06-05T09:31:01,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,0.75,48.19731140136719,0.0,0.34797008582405703,smartnoise_patectgan_0.75_2021-06-05T09:33:25,1622885556.8901398,2021-06-05T09:33:25,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,0.75,11.644656896591187,0.0,0.30958017838284374,smartnoise_patectgan_0.75_2021-06-05T09:35:23,1622885711.7284648,2021-06-05T09:35:23,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,0.75,76.37975025177002,0.0,0.33982337323147305,smartnoise_patectgan_0.75_2021-06-05T09:38:16,1622885819.6652641,2021-06-05T09:38:16,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,0.75,73.17952346801758,0.0,0.32990205090180835,smartnoise_patectgan_0.75_2021-06-05T09:41:53,1622886039.828857,2021-06-05T09:41:53,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,1.0,4.989635944366455,0.0,0.19477797365381536,smartnoise_patectgan_1.0_2021-05-15T07:07:56,1621062425.03643,2021-05-15T07:07:56,smartnoise_patectgan,,,,
300.0,parkinson,2000.0,300.0,1.0,7.70889949798584,0.0,0.31273443469796647,smartnoise_patectgan_1.0_2021-05-15T07:11:44,1621062425.03643,2021-05-15T07:11:44,smartnoise_patectgan,,,,
500.0,parkinson,3000.0,300.0,1.0,8.659745693206787,0.0,0.30560826533972013,smartnoise_patectgan_1.0_2021-05-15T07:16:52,1621062425.03643,2021-05-15T07:16:52,smartnoise_patectgan,,,,
300.0,parkinson,4000.0,300.0,1.0,11.669825792312622,0.0,0.30036735834160294,smartnoise_patectgan_1.0_2021-05-15T07:22:44,1621062425.03643,2021-05-15T07:22:44,smartnoise_patectgan,,,,
300.0,parkinson,5000.0,300.0,1.0,14.009758472442627,0.0,0.38089210013077685,smartnoise_patectgan_1.0_2021-05-15T07:30:26,1621062425.03643,2021-05-15T07:30:26,smartnoise_patectgan,,,,
500.0,parkinson,5499.0,300.0,1.0,15.0579354763031,0.0,0.35872964551457664,smartnoise_patectgan_1.0_2021-05-15T07:38:53,1621062425.03643,2021-05-15T07:38:53,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,1.0,8.566755771636963,0.0,0.19299928720218024,smartnoise_patectgan_1.0_2021-06-05T10:00:42,1622887234.344261,2021-06-05T10:00:42,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,1.0,57.207117557525635,0.0,0.36281817403640254,smartnoise_patectgan_1.0_2021-06-05T10:03:18,1622887340.9267058,2021-06-05T10:03:18,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,1.0,13.634239912033081,0.0,0.33948406059563346,smartnoise_patectgan_1.0_2021-06-05T10:05:28,1622887515.031334,2021-06-05T10:05:28,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,1.0,86.39159774780273,0.0,0.3275958488518195,smartnoise_patectgan_1.0_2021-06-05T10:10:09,1622887723.567307,2021-06-05T10:10:09,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,1.0,112.63232016563416,0.0,0.3518490868372083,smartnoise_patectgan_1.0_2021-06-05T10:14:21,1622887949.1784356,2021-06-05T10:14:21,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,1.25,5.365802764892578,0.0,0.1979194265796953,smartnoise_patectgan_1.25_2021-05-15T07:08:08,1621062425.03643,2021-05-15T07:08:08,smartnoise_patectgan,,,,
500.0,parkinson,2000.0,300.0,1.25,7.603285074234009,0.0,0.328434029468072,smartnoise_patectgan_1.25_2021-05-15T07:12:08,1621062425.03643,2021-05-15T07:12:08,smartnoise_patectgan,,,,
500.0,parkinson,3000.0,300.0,1.25,9.66533899307251,0.0,0.3096658007684042,smartnoise_patectgan_1.25_2021-05-15T07:17:13,1621062425.03643,2021-05-15T07:17:13,smartnoise_patectgan,,,,
300.0,parkinson,4000.0,300.0,1.25,13.230534315109253,0.0,0.35742487297175235,smartnoise_patectgan_1.25_2021-05-15T07:23:08,1621062425.03643,2021-05-15T07:23:08,smartnoise_patectgan,,,,
500.0,parkinson,5000.0,300.0,1.25,14.078287839889526,0.0,0.3343754262771949,smartnoise_patectgan_1.25_2021-05-15T07:31:10,1621062425.03643,2021-05-15T07:31:10,smartnoise_patectgan,,,,
300.0,parkinson,5499.0,300.0,1.25,17.86591601371765,0.0,0.27837976002763726,smartnoise_patectgan_1.25_2021-05-15T07:39:11,1621062425.03643,2021-05-15T07:39:11,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,1.25,46.178427934646606,0.0,0.2036419931252425,smartnoise_patectgan_1.25_2021-06-05T10:18:55,1622888289.1769073,2021-06-05T10:18:55,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,1.25,12.253826379776001,0.0,0.36065684787113855,smartnoise_patectgan_1.25_2021-06-05T10:20:29,1622888417.499719,2021-06-05T10:20:29,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,1.25,89.10229182243347,0.0,0.31889567332113533,smartnoise_patectgan_1.25_2021-06-05T10:24:02,1622888553.6658373,2021-06-05T10:24:02,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,1.25,109.53783655166626,0.0,0.34231879815874094,smartnoise_patectgan_1.25_2021-06-05T10:28:04,1622888775.270489,2021-06-05T10:28:04,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,1.25,23.23224449157715,0.0,0.2882406235641318,smartnoise_patectgan_1.25_2021-06-05T10:35:34,1622889311.2914858,2021-06-05T10:35:34,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,1.5,6.211408615112305,0.0,0.2067746081867417,smartnoise_patectgan_1.5_2021-05-15T07:08:22,1621062425.03643,2021-05-15T07:08:22,smartnoise_patectgan,,,,
300.0,parkinson,2000.0,300.0,1.5,10.543070077896118,0.0,0.32795299612022966,smartnoise_patectgan_1.5_2021-05-15T07:12:19,1621062425.03643,2021-05-15T07:12:19,smartnoise_patectgan,,,,
300.0,parkinson,3000.0,300.0,1.5,12.655481100082397,0.0,0.2991684865895678,smartnoise_patectgan_1.5_2021-05-15T07:17:26,1621062425.03643,2021-05-15T07:17:26,smartnoise_patectgan,,,,
300.0,parkinson,4000.0,300.0,1.5,15.31861400604248,0.0,0.3928035473742144,smartnoise_patectgan_1.5_2021-05-15T07:23:35,1621062425.03643,2021-05-15T07:23:35,smartnoise_patectgan,,,,
500.0,parkinson,5000.0,300.0,1.5,14.908973455429077,0.0,0.30044112431555886,smartnoise_patectgan_1.5_2021-05-15T07:31:43,1621062425.03643,2021-05-15T07:31:43,smartnoise_patectgan,,,,
500.0,parkinson,5499.0,300.0,1.5,16.9840304851532,0.0,0.35370025723727,smartnoise_patectgan_1.5_2021-05-15T07:40:04,1621062425.03643,2021-05-15T07:40:04,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,1.5,54.86636781692505,0.0,0.190612798839325,smartnoise_patectgan_1.5_2021-06-05T10:41:41,1622889646.2559228,2021-06-05T10:41:41,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,1.5,72.39512157440186,0.0,0.26510060821526177,smartnoise_patectgan_1.5_2021-06-05T10:45:11,1622889838.8965096,2021-06-05T10:45:11,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,1.5,19.54669690132141,0.0,0.2904826488970475,smartnoise_patectgan_1.5_2021-06-05T10:55:36,1622890516.673809,2021-06-05T10:55:36,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,1.5,27.861193895339966,0.0,0.34064401736767663,smartnoise_patectgan_1.5_2021-06-05T11:00:31,1622890803.7117457,2021-06-05T11:00:31,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,1.5,136.4641785621643,0.0,0.28372783848563976,smartnoise_patectgan_1.5_2021-06-05T11:17:55,1622891739.4113219,2021-06-05T11:17:55,smartnoise_patectgan,0.001,1000.0,5.0,5.0
300.0,parkinson,1000.0,300.0,1.75,9.498527526855469,0.0,0.19296828973075436,smartnoise_patectgan_1.75_2021-05-15T07:08:32,1621062425.03643,2021-05-15T07:08:32,smartnoise_patectgan,,,,
500.0,parkinson,2000.0,300.0,1.75,9.355554342269897,0.0,0.29963928853312394,smartnoise_patectgan_1.75_2021-05-15T07:12:48,1621062425.03643,2021-05-15T07:12:48,smartnoise_patectgan,,,,
300.0,parkinson,3000.0,300.0,1.75,14.071973085403442,0.0,0.27593302786711144,smartnoise_patectgan_1.75_2021-05-15T07:17:50,1621062425.03643,2021-05-15T07:17:50,smartnoise_patectgan,,,,
500.0,parkinson,4000.0,300.0,1.75,13.590741157531738,0.0,0.3832895316378489,smartnoise_patectgan_1.75_2021-05-15T07:24:19,1621062425.03643,2021-05-15T07:24:19,smartnoise_patectgan,,,,
300.0,parkinson,5000.0,300.0,1.75,20.203571796417236,0.0,0.2982266648546303,smartnoise_patectgan_1.75_2021-05-15T07:32:03,1621062425.03643,2021-05-15T07:32:03,smartnoise_patectgan,,,,
500.0,parkinson,5499.0,300.0,1.75,22.4491548538208,0.0,0.3361404574147212,smartnoise_patectgan_1.75_2021-05-15T07:40:54,1621062425.03643,2021-05-15T07:40:54,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,1.75,16.939366817474365,0.0,0.1977824474753253,smartnoise_patectgan_1.75_2021-06-05T11:25:48,1622892331.7562501,2021-06-05T11:25:48,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,1.75,98.70376324653625,0.0,0.33588398251109763,smartnoise_patectgan_1.75_2021-06-05T11:29:56,1622892497.7500396,2021-06-05T11:29:56,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,1.75,128.33890199661255,0.0,0.28092175330272506,smartnoise_patectgan_1.75_2021-06-05T11:33:19,1622892671.3433483,2021-06-05T11:33:19,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,1.75,28.711766242980957,0.0,0.3670538512129415,smartnoise_patectgan_1.75_2021-06-05T11:40:40,1622893211.382915,2021-06-05T11:40:40,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,1.75,111.34355783462524,0.0,0.3824064495939379,smartnoise_patectgan_1.75_2021-06-05T11:50:24,1622893713.3885748,2021-06-05T11:50:24,smartnoise_patectgan,0.001,1000.0,5.0,5.0
300.0,parkinson,1000.0,300.0,2.0,11.10706114768982,0.0,0.20556814357855527,smartnoise_patectgan_2.0_2021-05-15T07:08:50,1621062425.03643,2021-05-15T07:08:50,smartnoise_patectgan,,,,
500.0,parkinson,2000.0,300.0,2.0,10.824618816375732,0.0,0.29337829177030106,smartnoise_patectgan_2.0_2021-05-15T07:13:13,1621062425.03643,2021-05-15T07:13:13,smartnoise_patectgan,,,,
500.0,parkinson,3000.0,300.0,2.0,13.265740633010864,0.0,0.3226767392408837,smartnoise_patectgan_2.0_2021-05-15T07:18:32,1621062425.03643,2021-05-15T07:18:32,smartnoise_patectgan,,,,
500.0,parkinson,4000.0,300.0,2.0,15.76456880569458,0.0,0.37031658336980977,smartnoise_patectgan_2.0_2021-05-15T07:24:55,1621062425.03643,2021-05-15T07:24:55,smartnoise_patectgan,,,,
500.0,parkinson,5000.0,300.0,2.0,18.126890897750854,0.0,0.2995271138429852,smartnoise_patectgan_2.0_2021-05-15T07:33:01,1621062425.03643,2021-05-15T07:33:01,smartnoise_patectgan,,,,
300.0,parkinson,5499.0,300.0,2.0,24.95233941078186,0.0,0.3287765820497406,smartnoise_patectgan_2.0_2021-05-15T07:41:19,1621062425.03643,2021-05-15T07:41:19,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,2.0,47.573862075805664,0.0,0.19893777612746527,smartnoise_patectgan_2.0_2021-06-05T12:01:22,1622894435.24485,2021-06-05T12:01:22,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,2.0,57.173720598220825,0.0,0.3188752235025992,smartnoise_patectgan_2.0_2021-06-05T12:05:22,1622894665.5029101,2021-06-05T12:05:22,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,2.0,28.542986392974854,0.0,0.27675067108940865,smartnoise_patectgan_2.0_2021-06-05T12:15:41,1622895312.4967654,2021-06-05T12:15:41,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,2.0,183.03410983085632,0.0,0.2782845380343953,smartnoise_patectgan_2.0_2021-06-05T12:23:46,1622895643.891634,2021-06-05T12:23:46,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,2.0,168.15794825553894,0.0,0.3147305311664427,smartnoise_patectgan_2.0_2021-06-05T12:40:21,1622896653.2170804,2021-06-05T12:40:21,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,2.25,9.377904415130615,0.0,0.20166732534236648,smartnoise_patectgan_2.25_2021-05-15T07:09:21,1621062425.03643,2021-05-15T07:09:21,smartnoise_patectgan,,,,
500.0,parkinson,2000.0,300.0,2.25,12.104708909988403,0.0,0.28796659495159976,smartnoise_patectgan_2.25_2021-05-15T07:13:41,1621062425.03643,2021-05-15T07:13:41,smartnoise_patectgan,,,,
300.0,parkinson,3000.0,300.0,2.25,19.421022653579712,0.0,0.29184713422639,smartnoise_patectgan_2.25_2021-05-15T07:18:52,1621062425.03643,2021-05-15T07:18:52,smartnoise_patectgan,,,,
500.0,parkinson,4000.0,300.0,2.25,16.850948095321655,0.0,0.3294081685926931,smartnoise_patectgan_2.25_2021-05-15T07:25:34,1621062425.03643,2021-05-15T07:25:34,smartnoise_patectgan,,,,
300.0,parkinson,5000.0,300.0,2.25,25.76648449897766,0.0,0.3550118845354063,smartnoise_patectgan_2.25_2021-05-15T07:33:27,1621062425.03643,2021-05-15T07:33:27,smartnoise_patectgan,,,,
500.0,parkinson,5499.0,300.0,2.25,25.441775798797607,0.0,0.3650784415440666,smartnoise_patectgan_2.25_2021-05-15T07:42:36,1621062425.03643,2021-05-15T07:42:36,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,2.25,72.94768595695496,0.0,0.19708725410091665,smartnoise_patectgan_2.25_2021-06-05T12:55:14,1622897641.6576965,2021-06-05T12:55:14,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,2.25,141.5733413696289,0.0,0.36214792522488043,smartnoise_patectgan_2.25_2021-06-05T12:59:08,1622897806.7925105,2021-06-05T12:59:08,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,2.25,126.69514274597168,0.0,0.33480595101277066,smartnoise_patectgan_2.25_2021-06-05T13:15:21,1622898794.401345,2021-06-05T13:15:21,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,2.25,203.32971382141113,0.0,0.3314613590992956,smartnoise_patectgan_2.25_2021-06-05T13:24:03,1622899240.5801044,2021-06-05T13:24:03,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,2.25,103.54329681396484,0.0,0.30503832963996363,smartnoise_patectgan_2.25_2021-06-05T13:35:45,1622900042.0580704,2021-06-05T13:35:45,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,2.5,10.38538146018982,0.0,0.19567876557696565,smartnoise_patectgan_2.5_2021-05-15T07:09:46,1621062425.03643,2021-05-15T07:09:46,smartnoise_patectgan,,,,
500.0,parkinson,2000.0,300.0,2.5,13.380563497543335,0.0,0.3277543565094694,smartnoise_patectgan_2.5_2021-05-15T07:14:13,1621062425.03643,2021-05-15T07:14:13,smartnoise_patectgan,,,,
500.0,parkinson,3000.0,300.0,2.5,16.084832191467285,0.0,0.2750190056453495,smartnoise_patectgan_2.5_2021-05-15T07:19:44,1621062425.03643,2021-05-15T07:19:44,smartnoise_patectgan,,,,
300.0,parkinson,4000.0,300.0,2.5,24.887438535690308,0.0,0.3369599234338644,smartnoise_patectgan_2.5_2021-05-15T07:25:59,1621062425.03643,2021-05-15T07:25:59,smartnoise_patectgan,,,,
500.0,parkinson,5000.0,300.0,2.5,21.572011709213257,0.0,0.324533001085739,smartnoise_patectgan_2.5_2021-05-15T07:34:37,1621062425.03643,2021-05-15T07:34:37,smartnoise_patectgan,,,,
300.0,parkinson,5499.0,300.0,2.5,30.45072054862976,0.0,0.35435272618416,smartnoise_patectgan_2.5_2021-05-15T07:43:07,1621062425.03643,2021-05-15T07:43:07,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,2.5,90.27537608146667,0.0,0.197697508376621,smartnoise_patectgan_2.5_2021-06-05T13:52:08,1622901038.590316,2021-06-05T13:52:08,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,2.5,37.921584606170654,0.0,0.3020712552920178,smartnoise_patectgan_2.5_2021-06-05T13:55:55,1622901317.1822863,2021-06-05T13:55:55,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,2.5,128.83857941627502,0.0,0.24080382085257954,smartnoise_patectgan_2.5_2021-06-05T14:02:35,1622901626.4379282,2021-06-05T14:02:35,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,2.5,154.06467843055725,0.0,0.28017875116482743,smartnoise_patectgan_2.5_2021-06-05T14:12:56,1622902222.0652957,2021-06-05T14:12:56,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,2.5,191.10084128379822,0.0,0.3777062408675498,smartnoise_patectgan_2.5_2021-06-05T14:28:30,1622903119.4391897,2021-06-05T14:28:30,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,2.75,11.882845640182495,0.0,0.2061107707861941,smartnoise_patectgan_2.75_2021-05-15T07:10:16,1621062425.03643,2021-05-15T07:10:16,smartnoise_patectgan,,,,
500.0,parkinson,2000.0,300.0,2.75,14.9598970413208,0.0,0.31149154256370515,smartnoise_patectgan_2.75_2021-05-15T07:14:49,1621062425.03643,2021-05-15T07:14:49,smartnoise_patectgan,,,,
300.0,parkinson,3000.0,300.0,2.75,25.176170110702515,0.0,0.24540725958038967,smartnoise_patectgan_2.75_2021-05-15T07:20:09,1621062425.03643,2021-05-15T07:20:09,smartnoise_patectgan,,,,
300.0,parkinson,4000.0,300.0,2.75,30.050435066223145,0.0,0.34089160127830087,smartnoise_patectgan_2.75_2021-05-15T07:26:48,1621062425.03643,2021-05-15T07:26:48,smartnoise_patectgan,,,,
500.0,parkinson,5000.0,300.0,2.75,24.404228448867798,0.0,0.32396609438228985,smartnoise_patectgan_2.75_2021-05-15T07:35:35,1621062425.03643,2021-05-15T07:35:35,smartnoise_patectgan,,,,
500.0,parkinson,5499.0,300.0,2.75,24.922602891921997,0.0,0.3244184506385328,smartnoise_patectgan_2.75_2021-05-15T07:44:31,1621062425.03643,2021-05-15T07:44:31,smartnoise_patectgan,,,,
500.0,parkinson,1000.0,300.0,2.75,117.8177638053894,0.0,0.20648374840667288,smartnoise_patectgan_2.75_2021-06-05T14:47:38,1622904340.7697544,2021-06-05T14:47:38,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,2.75,93.00393986701965,0.0,0.3103398413659771,smartnoise_patectgan_2.75_2021-06-05T14:51:56,1622904623.5704577,2021-06-05T14:51:56,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,2.75,228.18626809120178,0.0,0.29554236506490433,smartnoise_patectgan_2.75_2021-06-05T15:00:11,1622904983.3230858,2021-06-05T15:00:11,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,2.75,159.41317057609558,0.0,0.2998505942109468,smartnoise_patectgan_2.75_2021-06-05T15:10:38,1622905678.8081439,2021-06-05T15:10:38,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,2.75,244.02349972724915,0.0,0.2590705384814167,smartnoise_patectgan_2.75_2021-06-05T15:29:26,1622906722.8644936,2021-06-05T15:29:26,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,3.0,13.273353338241577,0.0,0.19407409308996257,smartnoise_patectgan_3.0_2021-05-15T07:10:48,1621062425.03643,2021-05-15T07:10:48,smartnoise_patectgan,,,,
300.0,parkinson,2000.0,300.0,3.0,23.66670560836792,0.0,0.2703736700163318,smartnoise_patectgan_3.0_2021-05-15T07:15:12,1621062425.03643,2021-05-15T07:15:12,smartnoise_patectgan,,,,
500.0,parkinson,3000.0,300.0,3.0,19.4338960647583,0.0,0.3695909718874076,smartnoise_patectgan_3.0_2021-05-15T07:21:14,1621062425.03643,2021-05-15T07:21:14,smartnoise_patectgan,,,,
500.0,parkinson,4000.0,300.0,3.0,28.07537269592285,0.0,0.3040074033756186,smartnoise_patectgan_3.0_2021-05-15T07:28:18,1621062425.03643,2021-05-15T07:28:18,smartnoise_patectgan,,,,
500.0,parkinson,5000.0,300.0,3.0,26.362627506256104,0.0,0.32366628393302194,smartnoise_patectgan_3.0_2021-05-15T07:36:37,1621062425.03643,2021-05-15T07:36:37,smartnoise_patectgan,,,,
300.0,parkinson,5499.0,300.0,3.0,38.32781195640564,0.0,0.28581668500250534,smartnoise_patectgan_3.0_2021-05-15T07:45:09,1621062425.03643,2021-05-15T07:45:09,smartnoise_patectgan,,,,
